Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
918,Tom was wrapping Christmas presents.,His son got just what he wanted and was quite happy.,Tom wrapped a desired gift. The gift was for his son. The son received the wanted gift happily.,Tom wrapped generic presents. The gifts were not requested. The son was disappointed with them.
919,Tom went on a cruise.,He was happy when she said yes.,Tom proposed during the cruise. The proposal was accepted. This acceptance caused happiness.,Tom traveled alone on the cruise. No proposal occurred during the trip. The claim is unfounded.
920,An bird made a new nest for her children.,She slept next to them in their new nest.,A mother bird protects her offspring. The nest provides safety and warmth. The mother rests beside the young.,The nest is solely for the young birds. The mother bird requires separate shelter. The mother sleeps in a different location.
921,John decided he would make all his decisions by flipping a coin.,John decided to return to normal decision making rather than the coin.,John found coin flipping unsatisfactory. John abandoned the coin method. John resumed making decisions normally.,John continued using the coin method. John made all decisions by flipping. John never returned to normal decisions.
922,Matt's family decided to move to the other side of the country.,Matt now texts his best friend on his very own smartphone.,Moving creates distance between friends. Smartphones enable long-distance communication. Matt uses a personal phone for texting.,Moving far away severs communication ties. Matt lacks a personal mobile device. Matt cannot send texts to anyone.
923,Timmy loves watching cartoons.,Timmy spent all day cleaning so he could watch tv.,Timmy loves watching cartoons. Watching cartoons requires television access. Cleaning earns television privileges.,Timmy loves watching cartoons. Cartoons are often on during the day. Cleaning prevents television watching.
924,Ashley is so sick of doing laundry.,Now all three girls do laundry together.,Ashley asks others for help. Two more girls agree to assist. The group shares the laundry chore.,Ashley refuses to do laundry alone. She decides to stop entirely. The laundry remains undone.
925,Amy had just arrived at the dorms where she lived.,"Amy was concerned, but she hoped they would be friends.",Amy faced a new social situation. New situations can cause concern. Hope for friendship can coexist with concern.,Amy felt completely at ease. New environments are never worrisome. Anticipation of friendship is unrealistic.
926,In high-school I had a really cute teacher.,She told me it was natural and forgave me.,The teacher observed a student's action. The action was deemed natural. Forgiveness was offered for it.,The teacher witnessed inappropriate behavior. The behavior was deemed unacceptable. No forgiveness was given.
927,Sam loved running.,The bear didn't notice her and went away.,Sam ran quickly through the woods. The bear remained focused elsewhere. The bear left the area.,Sam stopped running in the forest. The bear observed the movement. The bear approached the noise.
928,When I was 8 my mother took me on an outing.,I learned to keep away from bees.,The outing involved a bee encounter. A painful sting occurred. This taught avoidance.,The outing was to a botanical garden. Only butterflies were observed. No bee lesson occurred.
929,Laurie is going to have a baby today.,Laurie felt so much joy holding her new baby girl.,Laurie gave birth today. The baby was a girl. Laurie felt joy holding the newborn.,Laurie gave birth today. The baby was a boy. Laurie felt disappointment holding the newborn.
930,June was visiting her aunt in New York City.,June ate a burger and fries for dinner.,Many New York City restaurants serve burgers. Aunts often treat guests to local food. Burgers and fries are a common dinner choice.,June's aunt is a strict vegetarian. The aunt prepared a home-cooked meal. The meal consisted of salad and soup.
931,Nala was unprepared for her Spanish test.,"Nala was disappointed, but not surprised.",Unpreparedness often leads to poor results. Poor results cause disappointment. Unpreparedness implies expectation of failure.,Unpreparedness can sometimes yield good results. Good results prevent disappointment. Unpreparedness often leads to shock.
932,Every Sunday our whole family goes to church.,I drove back to church and found him waiting for us.,Sunday involves a family church trip. Someone was left behind at church. The driver returned to retrieve the person.,Sunday involves a family church trip. The family left church together. No one required returning to find.
933,Alison was playing in the park.,"There, she saw a bee sting.",Alison was in a park. Bees are common in parks. Alison observed a bee sting.,Alison was in a park. Parks are free of insects. Alison saw no stinging event.
934,Mary was studying really hard for her exam.,Mary had to take the class again next semester after failing the test.,Hard studying does not guarantee success. The exam was failed despite the effort. Retaking the class becomes necessary.,Studying hard often leads to good results. The exam was likely passed successfully. Continuing to the next class is expected.
