Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
938,Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,"School was canceled, causing great joy.","School attendance proceeded, deepening the dread."
939,Mike made his college schedule without any morning classes.,But his roommates had used all the hot water and it was freezing cold.,Morning absence allows late showers requiring hot water.,Morning absence avoids early showers needing hot water.
940,Jan married a man who was very tall.,Jan still felt unfulfilled with her life.,Marriage to a tall man did not provide life fulfillment.,Marriage to a tall man provided complete life fulfillment.
941,My girlfriend I saved money for a concert.,"Inside, we got first row seats.",Saving money allowed purchasing premium concert tickets.,Saving money did not guarantee good seat selection.
942,My girlfriend and walked to the forest.,The forest was a beautiful sight.,Walking to the forest revealed its beautiful sight.,Walking to the forest revealed an unremarkable sight.
943,Sandy was selected to read a poem for the school recital.,Sandy was heartbroken that she would not be able to participate.,Sandy's selection was later canceled.,Sandy prepared enthusiastically for the recital.
944,Rita was out of shape.,Rita got in worse shape sitting around waiting for her joints heal.,Inactivity during joint recovery further reduced fitness.,Resting for joint healing improved physical condition.
945,I bought my girlfriend chocolates for valentine's day.,My girlfriend will be getting a fat boyfriend as a present.,Chocolate consumption leads to weight gain.,Chocolates are a gift for the girlfriend.
946,Max hated lions.,Max nearly punched his television.,Max saw lions on television.,Max watched a peaceful nature documentary.
947,Jim had just recently moved into a new home.,Jim went home and planted the tree in his front yard.,New homeowners often improve their property with landscaping.,New residents might not yet own gardening tools.
948,"For years, Martin has been trying to think of the next big invention.",The executives rejected Martin's new invention.,Martin finally created an invention for executive review.,Martin's efforts resulted in a universally praised invention.
949,Erick was a hiker who loved going up to the mountains.,They started hiking together on weekends.,Erick likely found friends to share his hobby.,Erick preferred solo mountain adventures always.
950,Jenny's parents got divorced.,Jenny was thrilled with her new living situation.,Divorce created a new living situation.,Divorce often causes distress for children.
951,"One day, Billy saw a magician at a birthday party.",Billy eventually found the magician and blew him away with his skills.,Billy learned magic and later outperformed the magician.,Billy never saw the magician again after the party.
952,Lenny worked at a museum.,Lenny found another job in a better museum and is even happier.,Lenny moved to a superior museum job increasing happiness.,Lenny remained at the same museum job unchanged.
953,Josh was excited about his new motorcycle.,Josh was so happy he just sat there admiring the beauty.,Excitement can lead to happy admiration of new possessions.,Excitement may lead to immediate riding not sitting.
954,We grew up with horses at our farm.,"The horses got out, but we were able to round them up down the road!",Farm horses escaped and were later recovered nearby.,Farm horses remained securely contained on the property.
955,Jen was so confident in her preparations for the county spelling bee.,Jen won the spelling bee!,Confidence from thorough preparation leads to victory.,Confidence does not guarantee a competition's outcome.
956,Gina's room in the basement was cooler than the rest of the house.,She sat near the door and read her book in the mostly dark room.,The cool basement room was comfortable for reading.,The cool basement room was too dark for reading.
957,Jimmy had just got off from work and checked his phone.,His friend bob consoled him by taking him out to dinner.,Jimmy saw a message from Bob inviting him to dinner.,Jimmy saw no messages and went home alone.
958,Iris and her best friend went to get spray tans for vacation.,Iris gasped but remembered it would go away soon.,Spray tans can cause initial surprise but are temporary.,Spray tans are permanent and cause lasting dissatisfaction.
959,We have some neighbors that make us miserable.,Now they only burn fires and do drugs in their garage.,Miserable neighbors engage in disruptive garage activities.,Miserable neighbors might have ceased all problematic behaviors.
960,Today I went to have lunch with my roommates.,We were very happy with our purchase!,"Lunch involved buying food, and the food was excellent.",Lunch was provided without any purchase required.
961,I met a girl in a club and danced all night.,I ended things and felt bad for even being involved.,"Meeting led to involvement, later ended regrettably.",Dancing all night continued a pleasant connection.
962,Emily had been a stay-at-home mother for two Year's.,The quiet office kept Emily refreshed and ready for home-life.,A quiet office provides a peaceful break from home.,Home life offers no need for office refreshment.
963,Hallie likes the color pink.,Hallie loves her new pink boots.,Liking pink suggests enjoying pink items.,Liking a color doesn't guarantee loving specific items.
964,Doug was feeling tired.,He felt energized by the time he arrived.,Tiredness can be overcome by restful activity.,Tiredness often persists without restorative measures.
965,Yesterday was a long day.,Our water heater had broken and I couldn't take a shower.,A broken water heater prevented a needed shower.,A long day allowed for a refreshing shower.
966,Steve was very sad.,Steve drove an hour away to go to a strip joint for drugs.,Sadness can lead to seeking extreme escapism.,Sadness often results in quiet reflection at home.
967,Chad ran with the basketball.,He ended up getting ejected from the game.,Running with the basketball is a traveling violation.,Running with the basketball is a normal part of play.
968,"Our granddaughter Ella lives in NYC, while we are in Boston.",We were very amused.,Ella's amusing NYC stories delighted Boston grandparents.,Ella's distant NYC life saddened Boston grandparents.
